5 6 49
5 7 199
5 8 200
5 9 201
5 10 202
5 11 203
5 12 204
5 13 205
5 14 206
5 15 207
5 16 208
5 17 209
5 18 210
5 20 211
5 21 212
5 23 213
5 24 214
5 25 215
5 26 231
5 27 216
5 28 217
5 30 218
5 31 219
5 32 229
5 34 232
5 36 6
5 37 220
5 39 221
5 40 222
5 41 223
5 42 224
5 43 225
5 44 230
5 45 226
5 46 227
5 47 228
6 0 51
6 1 89
6 2 128
6 3 165
6 4 37
6 5 0
6 6 261
6 7 233
6 8 234
6 9 254
6 10 235
6 11 256
6 12 257
6 13 262
6 14 258
6 15 260
6 16 236
6 17 265
6 18 237
6 20 266
6 21 263
6 23 264
6 24 246
6 25 250
6 27 248
6 28 251
6 29 238
6 30 249
6 31 239
6 32 240
6 33 5
6 34 245
6 37 241
6 39 242
6 40 252
6 41 253
6 42 259
6 43 255
6 45 247
6 46 243
6 47 244
7 0 52
7 1 90
7 3 195
7 4 125
7 5 267
7 6 0
7 7 18
7 8 268
7 9 269
7 10 296
7 11 270
7 12 271
7 14 272
7 15 273
7 16 298
7 18 297
7 20 8
7 21 274
7 23 221
7 24 275
7 25 276
7 26 277
7 27 278
7 28 279
7 29 280
7 30 281
7 31 282
7 32 283
7 33 284
7 34 285
7 36 286
7 37 287
7 39 288
7 40 289
7 41 290
7 42 291
7 43 292
7 44 293
7 45 294
7 46 299
7 47 295
8 0 53
8 1 91
8 2 129
8 3 166
8 4 300
8 5 326
8 6 21
8 7 0
8 8 322
8 9 301
8 11 302
8 12 303
8 13 304
8 14 305
8 15 306
8 16 240
8 17 7
8 18 307
8 21 308
8 23 309
8 24 324
8 25 310
8 26 327
8 27 311
8 28 312
8 29 313
8 30 314
8 31 315
8 32 329
8 33 331
8 34 328
8 36 332
8 37 316
8 39 317
8 40 318
8 41 319
8 42 320
8 43 321
8 44 330
8 45 325
8 47 323
9 0 54
9 1 92
9 2 130
9 3 167
9 4 200
9 5 234
9 6 268
9 7 322
9 8 0
9 9 333
9 10 17
9 11 334
9 12 335
9 13 336
9 15 337
9 17 360
9 19 361
9 20 362
9 21 338
9 22 339
9 23 340
9 25 341
9 26 342
9 27 343
9 28 344
9 29 345
9 30 346
9 31 347
9 33 348
9 34 349
9 35 350
9 36 351
9 37 352
9 38 353
9 39 354
9 40 355
9 41 356
9 42 357
9 44 358
9 45 359
9 46 11
10 0 55
10 1 116
10 2 131
10 3 168
10 4 201
10 5 254
10 6 269
10 7 301
10 8 363
10 9 0
10 10 364
10 11 13
10 13 390
10 15 389
10 16 365
10 17 366
10 19 367
10 20 368
10 21 391
10 22 369
10 23 370
10 24 371
10 26 372
10 27 373
10 29 374
10 30 375
10 31 376
10 32 377
10 33 378
10 34 379
10 35 380
10 36 381
10 37 382
10 38 383
10 39 384
10 40 385
10 41 359
10 42 12
10 44 386
10 45 387
10 46 388
11 0 56
11 1 93
11 2 132
11 3 169
11 4 202
11 5 235
11 6 296
11 8 47
11 9 395
11 10 0
11 11 417
11 12 421
11 13 419
11 15 418
11 16 9
11 17 392
11 19 393
11 21 420
11 22 394
11 23 416
11 24 402
11 25 398
11 26 404
11 27 399
11 28 396
11 29 412
11 30 400
11 31 414
11 32 406
11 33 410
11 34 405
11 35 408
11 36 411
11 37 413
11 38 409
11 39 415
11 40 397
11 41 401
11 42 422
11 44 407
11 45 403
12 0 57
12 1 119
12 2 158
12 4 203
12 5 256
12 6 270
12 7 302
12 8 423
12 9 43
12 10 424
12 11 0
12 12 10
12 13 392
12 15 425
12 16 426
12 17 427
12 19 428
12 20 429
12 22 430
12 23 431
12 24 432
12 25 449
12 26 433
12 27 434
12 28 450
12 29 435
12 30 436
12 31 437
12 32 438
12 33 439
12 34 440
12 35 441
12 36 442
12 37 443
12 38 444
12 39 445
12 40 451
12 41 452
12 44 446
12 45 447
12 46 448
13 0 58
13 1 121
13 2 160
13 4 204
13 5 257
13 6 271
13 7 303
13 8 335
13 10 421
13 12 0
13 13 475
13 14 10
13 15 114
13 16 461
13 17 476
13 18 460
13 19 474
13 20 477
13 22 478
13 23 479
13 24 464
13 26 466
13 27 453
13 29 454
13 30 455
13 31 456
13 32 467
13 33 470
13 34 468
13 35 472
13 36 471
13 37 457
13 38 473
13 39 458
13 40 118
13 41 459
13 43 15
13 44 469
13 45 465
13 46 462
13 47 463
14 0 59
14 1 123
14 4 205
14 5 262
14 7 304
14 8 336
14 9 390
14 10 419
14 12 502
14 13 0
14 14 392
14 15 3
14 16 480
14 18 481
14 19 482
14 20 417
14 22 483
14 23 16
14 24 496
14 25 505
14 26 498
14 27 500
14 28 503
14 29 487
14 30 501
14 31 486
14 32 494
14 33 491
14 34 499
14 35 492
14 36 493
14 37 488
14 38 490
14 39 489
14 40 504
14 41 506
14 43 507
14 44 495
14 45 497
14 46 484
14 47 485
15 0 60
15 1 120
15 2 159
15 4 206
15 5 258
15 6 272
15 7 305
15 8 334
15 9 13
15 10 417
15 12 44
15 13 508
15 14 0
15 15 170
15 16 509
15 17 510
15 19 511
15 20 512
15 22 513
15 23 514
15 24 515
15 25 532
15 26 516
15 27 517
15 28 533
15 29 518
15 30 519
15 31 520
15 32 521
15 33 522
15 34 523
15 35 524
15 36 525
15 37 526
15 38 527
15 39 528
15 40 534
15 41 535
15 44 529
15 45 530
15 46 531
16 0 50
16 1 118
16 2 14
16 4 207
16 5 260
16 6 273
16 7 306
16 8 337
16 9 389
16 10 418
16 12 536
16 13 24
16 14 425
16 15 0
16 16 537
16 17 561
16 18 538
16 19 539
16 20 562
16 22 563
16 24 540
16 25 541
16 26 542
16 27 543
16 28 544
16 29 545
16 30 546
16 32 547
16 33 548
16 34 549
16 35 550
16 36 551
16 37 552
16 38 553
16 40 554
16 41 555
16 43 556
16 44 557
16 45 558
16 46 559
16 47 560
17 0 61
17 1 94
17 2 133
17 3 171
17 4 208
17 5 236
17 6 298
17 9 365
17 11 426
17 12 461
17 13 480
17 14 509
17 15 537
17 16 0
17 17 583
17 18 9
17 19 240
17 21 584
17 22 586
17 23 585
17 25 564
17 26 565
17 27 566
17 28 567
17 29 568
17 30 569
17 31 570
17 33 571
17 34 572
17 35 573
17 36 574
17 37 575
17 38 576
17 39 577
17 40 578
17 41 579
17 42 582
17 43 581
17 44 233
17 45 580
17 47 19
18 0 62
18 1 95
18 3 196
18 4 209
18 5 265
18 8 360
18 9 366
18 11 427
18 12 476
18 14 510
18 15 561
18 16 606
18 17 0
18 18 392
18 19 7
18 21 424
18 22 20
18 23 593
18 24 607
18 25 600
18 26 604
18 27 601
18 28 598
18 29 587
18 30 602
18 31 594
18 32 608
18 33 588
18 34 605
18 35 589
18 36 590
18 37 591
18 38 592
18 39 595
18 40 599
18 41 603
18 42 596
18 43 597
18 44 609
18 45 610
18 47 611
19 0 63
19 1 96
19 2 134
19 3 172
19 4 210
19 5 237
19 6 297
19 8 17
19 9 364
19 11 424
19 12 460
19 13 481
19 15 538
19 16 48
19 17 508
19 18 0
19 19 307
19 21 612
19 22 613
19 23 614
19 24 632
19 25 615
19 26 616
19 27 617
19 28 618
19 29 619
19 30 620
19 31 621
19 32 633
19 33 622
19 34 623
19 35 624
19 36 625
19 37 626
19 38 627
19 39 628
19 40 629
19 41 630
19 42 631
19 44 634
19 45 635
20 0 64
20 1 97
20 2 135
20 3 173
20 4 199
20 5 233
20 6 18
20 8 361
20 9 367
20 11 428
20 12 474
20 13 482
20 14 511
20 15 539
20 16 654
20 17 23
20 18 393
20 19 0
20 21 643
20 23 642
20 24 657
20 25 648
20 26 652
20 27 649
20 28 646
20 29 636
20 30 650
20 31 637
20 32 655
20 33 638
20 34 653
20 36 639
20 37 640
20 39 641
20 40 647
20 41 651
20 42 644
20 43 645
20 44 656
20 45 658
20 47 659
21 0 65
21 1 98
21 3 197
21 4 211
21 5 266
21 8 362
21 9 368
21 11 429
21 12 477
21 14 512
21 15 562
21 16 583
21 18 508
21 19 23
21 20 0
21 21 417
21 22 8
21 23 136
21 24 671
21 25 677
21 26 672
21 27 675
21 28 678
21 29 662
21 30 676
21 31 661
21 32 669
21 33 666
21 34 673
21 35 667
21 36 668
21 37 663
21 38 665
21 39 664
21 40 679
21 41 680
21 42 682
21 43 681
21 44 670
21 45 674
21 47 660
22 0 66
22 1 124
22 4 212
22 5 263
22 7 308
22 8 338
22 9 391
22 10 420
22 12 475
22 14 508
22 15 24
22 16 584
22 18 612
22 19 643
22 20 424
22 21 0
22 22 274
22 23 4
22 24 696
22 25 683
22 26 698
22 27 684
22 28 685
22 29 686
22 30 687
22 31 688
22 32 699
22 33 702
22 34 700
22 35 704
22 36 703
22 37 689
22 38 705
22 39 690
22 40 691
22 41 692
22 43 693
22 44 701
22 45 697
22 46 694
22 47 695
23 0 67
23 1 99
23 3 198
23 4 49
23 5 261
23 7 21
23 8 339
23 9 369
23 10 394
23 11 430
23 12 478
23 14 513
23 15 563
23 16 586
23 18 613
23 20 20
23 21 483
23 22 0
23 23 75
23 24 716
23 25 722
23 26 717
23 27 720
23 28 723
23 29 706
23 30 721
23 31 707
23 32 714
23 33 712
23 34 718
23 36 713
23 37 708
23 39 709
23 40 724
23 41 725
23 42 727
23 43 726
23 44 715
23 45 719
23 46 710
23 47 711
24 0 49
24 1 87
24 3 22
24 4 213
24 5 264
24 7 309
24 8 340
24 9 370
24 10 416
24 11 431
24 12 479
24 14 514
24 16 585
24 18 614
24 19 642
24 20 593
24 21 16
24 22 221
24 23 0
24 24 740
24 25 728
24 26 742
24 27 729
24 28 730
24 29 731
24 30 732
24 32 743
24 33 746
24 34 744
24 35 748
24 36 747
24 37 733
24 38 749
24 40 734
24 41 735
24 42 736
24 43 737
24 44 745
24 45 741
24 46 738
24 47 739
25 0 68
25 1 100
25 2 137
25 3 174
25 4 214
25 5 246
25 6 275
25 7 324
25 9 371
25 10 402
25 11 432
25 12 464
25 13 496
25 14 515
25 15 540
25 17 607
25 18 632
25 19 657
25 20 671
25 21 696
25 22 716
25 23 740
25 24 0
25 25 333
25 26 33
25 27 750
25 28 751
25 29 752
25 31 753
25 33 762
25 35 764
25 36 763
25 37 754
25 38 755
25 39 756
25 40 757
25 42 758
25 43 759
25 44 27
25 46 760
25 47 761
26 0 69
26 1 113
26 2 138
26 3 175
26 4 215
26 5 250
26 6 276
26 7 310
26 8 341
26 10 398
26 11 449
26 13 505
26 14 532
26 15 541
26 16 564
26 17 600
26 18 615
26 19 648
26 20 677
26 21 683
26 22 722
26 23 728
26 24 363
26 25 0
26 26 765
26 27 29
26 29 777
26 31 776
26 32 766
26 33 767
26 35 768
26 36 769
26 37 778
26 38 770
26 39 771
26 40 28
26 42 772
26 43 761
26 44 773
26 46 774
26 47 775
27 0 70
27 1 101
27 2 139
27 3 176
27 4 231
27 6 277
27 7 327
27 8 342
27 9 372
27 10 404
27 11 433
27 12 466
27 13 498
27 14 516
27 15 542
27 16 565
27 17 604
27 18 616
27 19 652
27 20 672
27 21 698
27 22 717
27 23 742
27 24 45
27 25 789
27 26 0
27 27 779
27 28 792
27 29 780
27 31 781
27 32 25
27 33 782
27 35 787
27 37 783
27 38 788
27 39 784
27 40 793
27 42 790
27 43 791
27 46 785
27 47 786
28 0 83
28 2 140
28 3 177
28 4 216
28 5 248
28 6 278
28 7 311
28 8 343
28 9 373
28 10 399
28 11 434
28 12 453
28 13 500
28 14 517
28 15 543
28 16 566
28 17 601
28 18 617
28 19 649
28 20 675
28 21 684
28 22 720
28 23 729
28 24 794
28 25 41
28 26 802
28 27 0
28 28 26
28 29 782
28 31 795
28 32 806
28 33 804
28 35 803
28 36 805
28 38 801
28 39 800
28 42 796
28 43 797
28 44 807
28 46 798
28 47 799
29 0 84
29 2 141
29 3 178
29 4 217
29 5 251
29 6 279
29 7 312
29 8 344
29 10 396
29 11 450
29 13 503
29 14 533
29 15 544
29 16 567
29 17 598
29 18 618
29 19 646
29 20 678
29 21 685
29 22 723
29 23 730
29 24 751
29 26 792
29 28 0
29 29 816
29 30 26
29 31 114
29 32 808
29 33 817
29 34 809
29 35 815
29 36 818
29 38 819
29 39 820
29 41 31
29 42 163
29 43 810
29 44 811
29 45 812
29 46 813
29 47 814
